ID,UICNumber,APINumber,PermittedIntervalTopFt,PermittedIntervalBottomFt,PermittedMaxLiquidBPD,StartDate,SurfaceHoleLatitude,SurfaceHoleLongitude,CompletedWellDepthClassification,WellName,Distances,DXs,DYs,DDRatio,YearsInjecting,EncompassingDay,EncompassingDiffusivity,EventID,TotalBBL,Selection,MMBBL,YearsInjectingToEarthquake
53882,68327,31731480,4350.0,12200.0,6500,2/27/1989,32.36348778,-101.9733008,Deep,"PAT, K. 2",29.07113353451138,15.81151924026315,-24.39523179365912,0.5353772849522221,35.4113620807666,-10704.0,0.06018211814147124,texnet2024oqfb,4542.0,Must Include,0.004542,-35.4113620807666
64732,84368,22734375,8700.0,10800.0,5000,2/29/1996,32.27496346,-101.6291332,Deep,GUITAR ESTATE -B- 2D,22.051414501619746,-16.571085225063083,-14.54868644329552,0.45340455047589034,28.407939767282684,-11688.0,0.043163766648473545,texnet2024oqfb,21925828.699999977,Must Include,21.925828699999975,-28.407939767282684
74011,114884,31741017,12000.0,13550.0,50000,2/7/2017,32.2016549,-101.9964974,Deep,MCMORRIES 18 SWD 2D,19.1111137378589,18.009552410054294,-6.394587540193606,0.7664923618500222,7.4661190965092405,-18806.0,0.12335684404390014,texnet2024oqfb,19356414.5,May Include,19.3564145,-7.4661190965092405
74211,115144,22738978,10150.0,13000.0,30000,4/27/2017,32.28103932,-101.6796768,Deep,LIMEQUEST 6 SWD 1D,19.27055583416142,-11.813931000844967,-15.224503337821524,0.7843314946598667,7.2498288843258045,-18911.0,0.12916560893684503,texnet2024oqfb,29041961.0,May Include,29.041961,-7.2498288843258045
51057,75355,31733724,4392.0,5026.0,5000,8/16/1991,32.42089245,-101.7342483,Deep,"SHORTES, L. O. 1D",31.49539662129639,-6.6731283851680265,-30.7803436643592,0.6013211529041615,32.94729637234771,-12248.0,0.0759207605244043,texnet2024oqfb,0.0,0bbl Disposal,0.0,-32.94729637234771
51261,48766,31730700,3600.0,4500.0,3000,8/2/1983,32.11091466,-101.94462,Deep,"DICKENSON, OLTON -A- 1 1",13.642707479953351,13.131833925720231,3.698434222220209,0.23353612531210488,40.98562628336756,-5777.0,0.011451324663021697,texnet2024oqfb,117779.89999999997,Must Include,0.11777989999999997,-40.98562628336756
61464,89752,31730142,4010.0,5950.0,4500,3/29/2000,32.220008,-101.996868,Deep,DICKENSON SWD 1,19.917388006616335,18.042626098060698,-8.435999792439544,0.44253093226837964,24.32854209445585,-12785.0,0.041118271735102935,texnet2024oqfb,1030785.1699999968,Must Include,1.0307851699999968,-24.32854209445585
67296,67865,31710260,4800.0,6375.0,15000,1/4/1989,32.22212109,-102.1259549,Deep,SCHARBAUER -H- 1D,31.414939314039064,30.19456593859394,-8.671038440739325,0.577337129212812,35.559206023271734,-11272.0,0.06998525732086675,texnet2024oqfb,223086.501,Must Include,0.223086501,-35.559206023271734
63356,58958,31700386,3600.0,4800.0,15000,10/31/1985,32.30013107,-101.8557887,Deep,"MCCLAIN,G.B. 1D",17.98906000420136,4.759263253338556,-17.348075506382887,0.31674516946376335,38.7378507871321,-7201.0,0.021065297054791494,texnet2024oqfb,541655.0,Must Include,0.541655,-38.7378507871321
65476,104604,31733153,4000.0,5000.0,16000,2/3/2012,32.20338637,-101.9763434,Deep,SALE RANCH -L- 5D,17.40644307450255,16.1119020715759,-6.587178659535507,0.5399919392897927,12.479123887748118,-16702.0,0.06122406211219509,texnet2024oqfb,13165469.0,Must Include,13.165469,-12.479123887748118
67651,64379,22732542,3962.0,4060.0,1000,10/28/1987,32.42643882,-101.641396,Deep,SPALDING. LILLIAN ETAL SWD 2D,34.9724930807383,-15.40415683244231,-31.39726547448919,0.6322405968696396,36.747433264887064,-11874.0,0.08392905725415227,texnet2024oqfb,0.0,0bbl Disposal,0.0,-36.747433264887064
71127,113312,31740335,12000.0,14500.0,30000,1/4/2016,32.12796904,-102.0182887,Deep,"NAIL RANCH 36"""" 1D",20.150002489430243,20.069311942142612,1.801478378985359,0.754702114452693,8.56125941136208,-18585.0,0.1195910614403018,texnet2024oqfb,9822438.0,May Include,9.822438,-8.56125941136208
71910,84727,31732856,4400.0,12200.0,9000,4/30/1996,32.3639066,-101.9689763,Deep,"PAT, K. 3",28.891285840936973,15.404694547951438,-24.441817072412665,0.5957947310145378,28.240930869267626,-13277.0,0.07453167873969577,texnet2024oqfb,2519739.0,Must Include,2.519739,-28.240930869267626
73150,99208,31732702,4275.0,12700.0,30000,6/2/2008,32.34525529,-102.0034741,Deep,JONES 130 1D,29.123487361834393,18.651678188722265,-22.367234971598812,0.7941793364199277,16.150581793292265,-17752.0,0.13242950420533497,texnet2024oqfb,7231659.0,May Include,7.231659,-16.150581793292265
73230,117180,31741386,12000.0,13369.0,25000,11/9/2018,32.1472589,-102.0207306,Deep,WATERBURGER 1D,20.300079752208504,20.297162684228525,-0.3441295318356362,0.9306811607574952,5.713894592744696,-19651.0,0.18186512802427335,texnet2024oqfb,10689865.0,May Include,10.689865,-5.713894592744696
74117,111282,22738313,10050.0,11300.0,30000,11/14/2014,32.22062257,-101.5465667,Deep,CROSS ELL SWD 1,25.791286685672663,-24.348851125276912,-8.504358311048259,0.90751087077467,9.700205338809035,-19305.0,0.17292240180078852,texnet2024oqfb,17781783.0,May Include,17.781783,-9.700205338809035
79924,80978,32932884,4590.0,5650.0,15000,5/17/1994,31.83360172,-102.0594314,Deep,MIDLAND 'AH' FEE 3D,42.05310415822613,23.983018241274653,34.54390629082993,0.8386763447912462,30.195756331279945,-16659.0,0.14768499562748613,texnet2024oqfb,0.0,0bbl Disposal,0.0,-30.195756331279945
82149,93294,31731432,4100.0,4430.0,700,8/5/2003,32.47179708,-101.9865049,Deep,"ROLLOW A"""" 1D",40.230938302726265,17.043399109733055,-36.44245716987425,0.9626169201922007,20.97741273100616,-19368.0,0.19456045321686816,texnet2024oqfb,0.0,0bbl Disposal,0.0,-20.97741273100616
77110,70434,22732473,3723.0,4600.0,10000,7/28/1989,32.43622459,-101.6857203,Deep,"JOHNSON, DC DISPOSAL 202",34.3738362066471,-11.23557899316018,-32.48573503961244,0.6367603488344827,34.997946611909654,-12331.0,0.0851333279955239,texnet2024oqfb,282801.0,Must Include,0.282801,-34.997946611909654
84297,81995,22710846,9829.0,10500.0,5000,1/13/1995,32.3982628,-101.4683099,Deep,"RYAN, J. B. 4",42.458746520274744,-31.68497098489751,-28.26325146881517,0.8561721622776594,29.53593429158111,-17050.0,0.15391104717045603,texnet2024oqfb,287126.0,May Include,0.287126,-29.53593429158111
86552,113130,31740301,11100.0,14500.0,50000,11/13/2015,32.0917392,-101.9407628,Deep,DICKENSON 20 8D,14.03827064441253,12.769839639757597,5.8313174401214996,0.5214741083925963,8.70362765229295,-17616.0,0.05709697336251993,texnet2024oqfb,7393601.539,Must Include,7.393601539,-8.70362765229295
87824,99242,31730388,3800.0,5689.0,10000,9/12/2008,32.31947737,-101.8594023,Deep,DEWEY 1,20.155539280012935,5.098756731641464,-19.499961228992863,0.5544433458469905,15.871321013004792,-15916.0,0.06454490089654358,texnet2024oqfb,3747874.0,Must Include,3.747874,-15.871321013004792
89929,67994,22733914,9350.0,9650.0,15000,12/12/1986,32.47724414,-101.6492207,Deep,"GILBERT, G. WRIGHT. JR. ESTATE 1",39.84492704266261,-14.66426214018478,-37.04833274526573,0.7118893028610244,37.62354551676933,-13153.0,0.10640756896139787,texnet2024oqfb,3132156.62,May Include,3.13215662,-37.62354551676933
97765,106158,31731616,4100.0,5050.0,12000,12/20/2012,32.15625234,-102.004722,Deep,"NAIL, J.H., SEC. 26 1",18.836620092870714,18.78857802507545,-1.3444683631969392,0.6060914394942518,11.600273785078713,-17250.0,0.07713009869091127,texnet2024oqfb,810297.0,Must Include,0.810297,-11.600273785078713
72350,116192,31741183,3721.0,4711.0,20000,4/6/2018,32.2704315,-101.8170441,Deep,WADDELL 12 1D,14.088678230015402,1.1136168003152893,-14.044597288292746,0.6147427510421424,6.308008213552362,-18497.0,0.07934771405865719,texnet2024oqfb,13572248.0,Must Include,13.572248,-6.308008213552362
76328,67372,22734245,9700.0,10277.0,10000,10/4/1988,32.3912777,-101.4838331,Deep,TALBOT 3D,40.85483062639812,-30.226207336127043,-27.48629996072348,0.7481762977543345,35.81108829568789,-14172.0,0.11753182457748239,texnet2024oqfb,0.0,0bbl Disposal,0.0,-35.81108829568789
78082,84968,22734841,3300.0,6000.0,1500,7/15/1996,32.40717674,-101.5900664,Deep,STASEY 1,35.569837394990124,-20.233009130166586,-29.254747528433718,0.7362367833849237,28.032854209445585,-15241.0,0.11381057308016344,texnet2024oqfb,150915.09999999998,May Include,0.15091509999999997,-28.032854209445585
89638,63761,17331920,4776.0,4982.0,10000,7/23/1987,31.92968873,-101.6760262,Deep,"POWELL, E.L. 7D",26.78601947983508,-12.180913199036942,23.856164192999227,0.4825033128727336,37.01300479123888,-9559.0,0.04888191214310038,texnet2024oqfb,0.0,0bbl Disposal,0.0,-37.01300479123888
89658,89207,31733089,4750.0,5200.0,1500,9/29/1999,32.14384048,-102.1006951,Deep,GEORGE W. GLASS -24- 1D,27.82860251972991,27.828579103884437,0.03610075467208107,0.6120685226558321,24.826830937713893,-14260.0,0.07865886536414413,texnet2024oqfb,196388.6,Must Include,0.1963886,-24.826830937713893
85179,116337,31741325,10960.0,12500.0,35000,5/29/2018,32.13341205,-101.7384199,Deep,ANNALEA SWD 1,6.403472798838833,-6.2907806097487216,1.1960532844193956,0.28267813983932116,6.16290212183436,-17859.0,0.016777685010894005,texnet2024oqfb,24583643.0,Must Include,24.583643,-6.16290212183436
103432,81982,31732191,4425.0,5200.0,20000,1/11/1995,32.407593,-101.845153,Deep,HOLCOMB 1,29.540829994344847,3.756231357006237,-29.301048058813798,0.5956297401625388,29.541409993155373,-12969.0,0.07449040498599356,texnet2024oqfb,0.0,0bbl Disposal,0.0,-29.541409993155373
104686,116121,22739441,10665.0,12500.0,35000,3/14/2018,32.2565792,-101.6901816,Deep,NEPTUNE SWD 1,16.53978712608067,-10.82679173513377,-12.50380826944549,0.7181185202441437,6.3709787816564,-18804.0,0.10827790433276965,texnet2024oqfb,21111435.0,May Include,21.111435,-6.3709787816564
104869,84370,22734698,3500.0,6100.0,20000,2/29/1996,32.42793298,-101.6064756,Deep,NORET-JONES 1D,36.68078930715589,-18.68769181289145,-31.56346064210775,0.7542027195439206,28.407939767282684,-15457.0,0.11943284429388687,texnet2024oqfb,169712.8,May Include,0.1697128,-28.407939767282684
104985,118204,31742073,11300.0,13000.0,50000,4/19/2019,32.2906738,-101.8629441,Deep,CORFU SWD 1,17.177901277924686,5.432861824349335,-16.296144941475696,0.819797074846464,5.2731006160164275,-19299.0,0.14111082004897246,texnet2024oqfb,28306093.0,May Include,28.306093,-5.2731006160164275
105821,110031,22736614,3300.0,6620.0,15000,5/14/2014,32.38249987,-101.6720027,Deep,NICHOLS 17 1,29.321592624670412,-12.529133740274153,-26.509943393704653,1.0059404281019553,10.203969883641342,-19975.0,0.2124673063842457,texnet2024oqfb,4558718.600000001,May Include,4.558718600000001,-10.203969883641342
107060,118813,31742092,10950.0,12396.0,30000,7/5/2019,32.289557,-101.768801,Deep,TYRION SWD 04SD,16.5309182151066,-3.4263920269604378,-16.17192346372559,0.805179900063688,5.062286105407256,-19280.0,0.13612360335536547,texnet2024oqfb,5547949.0,May Include,5.547949,-5.062286105407256
90800,91287,31730652,4000.0,4800.0,12000,8/23/2001,32.10998838,-101.9170399,Deep,"LEWIS, KATHLEEN SWD 7D",11.198875538982318,10.533930440049398,3.801464192144296,0.25631400873796384,22.926762491444215,-12107.0,0.013794065156224453,texnet2024oqfb,0.0,0bbl Disposal,0.0,-22.926762491444215
93265,81347,17332375,3300.0,6000.0,5000,8/17/1994,31.95350859,-101.6870204,Deep,"BRUNSON 5"" #2"" 1",23.955910187653245,-11.142817761891976,21.20668513764687,0.4797643498136568,29.94387405886379,-11511.0,0.04832852425024362,texnet2024oqfb,0.0,0bbl Disposal,0.0,-29.94387405886379
108128,101066,22733062,10100.0,10167.0,3000,8/12/2009,32.17796738,-101.5775793,Deep,"WALDRON, S. 7W",21.761600528062967,-21.434341027072218,-3.759828640970646,0.6166512792685004,14.956878850102669,-16545.0,0.07984116413240375,texnet2024oqfb,439356.0,Must Include,0.439356,-14.956878850102669
112391,115188,22739079,10513.0,11510.0,25000,5/10/2017,32.23143495,-101.5930999,Deep,WALTERS SWD 1,22.201535094245155,-19.967026313434506,-9.707017535262564,0.905851687381205,7.214236824093087,-19458.0,0.17229067889616617,texnet2024oqfb,5691084.0,May Include,5.691084,-7.214236824093087
98923,122870,31743701,11500.0,14000.0,40000,5/18/2020,32.17910509,-101.8995269,Deep,PALO VERDE SWD 1,9.69402216379704,8.8808869574518,-3.886375934534682,0.5188965894635708,4.191649555099247,-18812.0,0.05653393555008736,texnet2024oqfb,29265744.0,Must Include,29.265744,-4.191649555099247
95305,84728,31731433,4350.0,12200.0,6500,4/30/1996,32.35882222,-101.9766067,Deep,POE 1,28.81014257133475,16.122906815116135,-23.876282332936416,0.5941213983441797,28.240930869267626,-13256.0,0.0741136114116176,texnet2024oqfb,446717.0,Must Include,0.446717,-28.240930869267626
119025,74865,31730471,4050.0,5160.0,1000,5/9/1975,32.2038173,-101.8466972,Deep,"GRISHAM, J. R. & GREEMAN, J. M. 2",7.699363119826617,3.905828771317407,-6.6351109315689545,0.1202709098668392,49.21834360027378,-2214.0,0.0030371677519033303,texnet2024oqfb,547339.0,Must Include,0.547339,-49.21834360027378
106379,101792,31731523,4100.0,5545.0,25000,5/27/2010,32.37820084,-101.9678545,Deep,HECKER SWD 2451SW,30.194035216282252,15.29796692056134,-26.031763003755813,0.8790840157740073,14.168377823408624,-18755.0,0.16225883514642037,texnet2024oqfb,460600.0,May Include,0.4606,-14.168377823408624
106409,101953,31734301,4250.0,4588.0,12000,7/21/2010,32.09111653,-101.9404676,Deep,"DICKENSON 20"" SWD"" 3WD",14.041980429316649,12.742073288649488,5.900576920378408,0.4110151082872477,14.017796030116358,-15675.0,0.035470160966931945,texnet2024oqfb,0.0,0bbl Disposal,0.0,-14.017796030116358
100880,99117,31732701,4010.0,4780.0,6000,8/4/2008,32.318471,-101.77203,Deep,THEODORE WELLS SWD 1,19.637782420151307,-3.1220320909781267,-19.388022861725965,0.5383927530733058,15.978097193702943,-15786.0,0.06086196893689554,texnet2024oqfb,6100007.16,Must Include,6.1000071600000005,-15.978097193702943
102309,119444,22740294,10400.0,11740.0,25000,11/1/2019,32.15274,-101.670908,Deep,FAUDREE 1D,12.68397242387429,-12.648060686251638,-0.95379137075152,0.6386995951051149,4.736481861738535,-18906.0,0.08565266273677051,texnet2024oqfb,16854534.0,Must Include,16.854534,-4.736481861738535
111025,97873,31733575,4500.0,6854.0,10000,8/10/2007,32.36762062,-101.8363664,Deep,BROWN SWD 1,25.027095761483697,2.9305554184724816,-24.85492689762329,0.6659155464916149,16.9637234770705,-16482.0,0.09310776357703279,texnet2024oqfb,4591328.269999973,Must Include,4.5913282699999725,-16.9637234770705
112395,115277,31740804,10200.0,14000.0,40000,6/1/2017,32.35661539,-101.7617355,Deep,WILBANKS 16 6D,23.98211318040162,-4.089777812953466,-23.630817000070323,0.9826121878843181,7.15400410677618,-19840.0,0.20272713379426513,texnet2024oqfb,13004862.0,May Include,13.004862,-7.15400410677618
115592,121032,31742527,10573.0,11553.0,80000,2/12/2020,32.295713,-101.734142,Deep,JAKE THE SNAKE SWD 1,18.134842298774863,-6.68773261881841,-16.85665431708665,0.9416389406478203,4.454483230663929,-19746.0,0.1861728757263969,texnet2024oqfb,20517614.950031348,May Include,20.517614950031348,-4.454483230663929
116353,116271,22739488,10300.0,13000.0,20000,5/4/2018,32.209659,-101.617028,Deep,WHISTLING DUCK 1D,19.155948555117718,-17.716685086093424,-7.284882248346544,0.8409727748287268,6.231348391512663,-19264.0,0.14849487320006044,texnet2024oqfb,15179160.0,May Include,15.17916,-6.231348391512663
117584,117949,31742432,11350.0,12200.0,30000,3/12/2019,32.166635,-101.725256,Deep,SALT LAKE SWD 1,7.933240175261827,-7.529253037319163,-2.4993299034760827,0.37492488253317974,5.377138945927447,-18243.0,0.029514546541828026,texnet2024oqfb,5397702.0,Must Include,5.397702,-5.377138945927447
119322,116360,32942355,11100.0,13050.0,40000,6/4/2018,32.0456241,-101.8871822,Deep,"EPLEY, L.B. 18D",13.408917247432713,7.724138632943018,10.960692322487265,0.5927204904482691,6.146475017111568,-18474.0,0.07376451126102876,texnet2024oqfb,289317.0,Must Include,0.289317,-6.146475017111568
106635,91210,31732854,4150.0,4660.0,30000,8/1/2001,32.1738928,-101.9259943,Deep,YATER SWD 2W,11.84434344705665,11.373424431461508,-3.306613787089989,0.2707317436221694,22.986995208761122,-12150.0,0.015389550943958918,texnet2024oqfb,1127298.5,Must Include,1.1272985,-22.986995208761122
120138,117943,31741765,11129.0,12480.0,25000,3/12/2019,32.2646278,-101.7916109,Deep,DAGGER LAKE SWD 08SD,13.46005756401059,-1.2800537302211192,-13.399052705177612,0.6361222387811994,5.377138945927447,-18761.0,0.08496278592966704,texnet2024oqfb,7288574.5,Must Include,7.2885745,-5.377138945927447
86411,83175,32931571,4092.0,4525.0,20000,6/30/1995,32.0465843,-101.8870841,Deep,"EPLEY, L. B. SWD 8D",13.316375557035995,7.714854077533719,10.85388943662017,0.2706376288461717,29.075975359342916,-10088.0,0.015378853030454357,texnet2024oqfb,0.0,0bbl Disposal,0.0,-29.075975359342916
86676,117418,31741652,11050.0,12300.0,30000,12/15/2018,32.1421663,-101.7785941,Deep,MARIENFELD 13 1D,2.5166844671716873,-2.5068455758412043,0.2223195168687883,0.1163885725339561,5.61533196440794,-17907.0,0.002844253299068048,texnet2024oqfb,15492081.938,Must Include,15.492081937999998,-5.61533196440794
112328,115114,31740809,11600.0,13500.0,20000,4/19/2017,32.3356715,-101.8914511,Deep,BROWN SWD 1,22.79409515084362,8.113472754675593,-21.30123160819073,0.9263449211174172,7.271731690622861,-19554.0,0.1801743800891738,texnet2024oqfb,21760465.0,May Include,21.760465,-7.271731690622861
97038,108636,17332542,11458.0,12496.0,50000,11/12/2013,31.9583437,-101.7507872,Deep,MIDLAND NATIONAL BANK '39' SWD 1,21.296204395678703,-5.1308780479781415,20.668876658699954,0.7133098660541628,10.704996577686517,-18010.0,0.1068326617184717,texnet2024oqfb,0.0,0bbl Disposal,0.0,-10.704996577686517
97940,12239,13506723,5000.0,5700.0,15000,11/27/1978,31.85258993,-102.2920723,Deep,"PARKS, ROY -B- TG 19D",56.22247375439206,45.92549932190325,32.43185085920116,0.911778504392155,45.66461327857632,-17117.0,0.17455258531828277,texnet2024oqfb,180989.0,May Include,0.180989,-45.66461327857632
102803,115449,31741662,11180.0,13200.0,25000,8/2/2017,32.320521,-101.82956,Deep,3601 SWD 1,19.749365822009484,2.2909117111827033,-19.616044019846118,0.8189593175299835,6.98425735797399,-19090.0,0.14082256281485703,texnet2024oqfb,11368597.298562277,May Include,11.368597298562277,-6.98425735797399
113680,115771,22739281,10000.0,12200.0,30000,11/14/2017,32.23298993,-101.6840797,Deep,HUGHES 1D,15.087509817922696,-11.40258962343129,-9.879977701338095,0.6388001129938622,6.699520876112252,-18482.0,0.0856796247150678,texnet2024oqfb,1625659.4,Must Include,1.6256594,-6.699520876112252
105179,84950,31733985,3607.0,6700.0,10000,7/18/1996,32.42103398,-101.6982244,Deep,ARROWHEAD 3 1,32.39777405034594,-10.060679991218631,-30.796086022655793,0.6706785810907626,28.024640657084188,-14299.0,0.09444445410931172,texnet2024oqfb,3375457.2062609,Must Include,3.3754572062609,-28.024640657084188
111295,117123,22740013,10250.0,13000.0,50000,10/24/2018,32.26872204,-101.6660044,Deep,AXIS SWD 1,19.06817713326393,-13.101512212677365,-13.854454337579408,0.8708712321199097,5.757700205338809,-19422.0,0.15924121262710308,texnet2024oqfb,17265171.0,May Include,17.265171,-5.757700205338809
113066,106023,32937435,3990.0,4260.0,35000,11/28/2012,31.919869,-101.821688,Deep,"POWELL, R.V. ETAL 18",24.996740913464624,1.553655503113018,24.94841112325928,0.8022208995093152,11.66050650239562,-18412.0,0.1351249452905808,texnet2024oqfb,0.0,0bbl Disposal,0.0,-11.66050650239562
121868,110036,31738537,4400.0,5200.0,10000,5/14/2014,32.16667988,-102.1034501,Deep,"GLASS, G.W. B"""" 19",28.19596070707327,28.08452588538391,-2.50432189839141,0.9673231992369655,10.203969883641342,-19691.0,0.19646753402251252,texnet2024oqfb,1131759.0,May Include,1.131759,-10.203969883641342
116476,113737,22738743,10150.0,13000.0,30000,4/22/2016,32.23989449,-101.6094022,Deep,RUSSELL SWD 1S,21.286182018836957,-18.43156088490765,-10.647970758661687,0.8115262214984776,8.262833675564682,-18900.0,0.13827787633693517,texnet2024oqfb,11385406.0,May Include,11.385406,-8.262833675564682
116526,116343,31741348,11410.0,13153.0,30000,5/30/2018,32.19086183,-101.9465695,Deep,SALE RANCH 27 1DD,14.287223403380354,13.309633609618626,-5.194076164058231,0.6308425518555064,6.160164271047228,-18576.0,0.08355829058697174,texnet2024oqfb,22030405.0,Must Include,22.030405,-6.160164271047228
82979,119225,31742496,10500.0,13000.0,10000,9/23/2019,32.12037585,-102.0062984,Shallow,BALL PEIN 1D,19.12469582638841,18.94075837364531,2.6460676363666464,0.9523465729843665,4.843258042436688,-19766.0,0.19043099370852679,texnet2024oqfb,2337535.0,May Include,2.337535,-4.843258042436688
